v2paid,country_text_id,v2paenname,v2paorname,v2pashname,aliases,year,v2pariglef,v2pariglef_ord,v2xpa_antiplural,v2xpa_popul
300,LUX,Democratic Party,,DP,DP | DP/PD | Democratesch Partei | Democratic Group | Democratic Party | Demokratesch Partei | Demokratesch Partei / Parti démocratique / Demokratische Partei | Demokratesch Partei/Parti Démocratique | GRPD | Groupement démocratique | Groupement patriotique et démocratique | Liberal Party | Luxembourgian Democratic Party | PD | PD/DP | Parti Démocrate (PD) | Parti Démocratique | Parti democratique/Demokratesch Partei - PD/DP | Parti démcratique | Parti démocratique | Parti démocratique (DP) | Patriotic and Democratic Group,2013,0.167,3.0,0.036,0.058
539,LUX,Christian Social People's Party,,CSV,CSOC | CSP | CSV | CSV/PCS | CSVP | Chreschtlech Sozial Vollekspartei | Chreschtlech-Sozial Vollekspartei | Chrestlech-Sozial Vollekspartei | Christian Democrats | Christian Social | Christian Social Party | Christian Social People's Part | Christian Social People's Partei | Christian Social People's Party | Christian Social Peoples Party | Christian Social People’s Party | Christian-Socialist Party | Chrëschtlech Sozial Vollekspartei | Chrëschtlech Sozial Vollekspartei/Parti Chrétien Social | Chrëschtlech-Sozial Vollekspartei | Creschtlech sozial vollekspartei | Luxembourgian Christian Social Party | PCS | PCS/CSV | Parti Chrétien Social | Parti Chrétien Social (PCS) | Parti Chrétien-Social | Parti chretien social/ Chrestlech Sozial Vollekspanei – PCS/CSV | Parti chrétien social | Parti chrétien-social | Parti populaire chrétien social (CSV) | Party of the Right,2013,1.053,4.0,0.039,0.105
898,LUX,Social Democratic Party,,SDP,POSL/LSAP | PSD/SDP | Parti Social Démocrate | Parti social-démocrate | Parti socialdemocrate/ Sozialdemokratische Partei – PSD/SDP | SD | SDP | SdP | Social Democrat | Social Democratic | Social Democratic Party | Social-Democratic Party | Sozialdemokratesch Partei,1979,2.085,5.0,0.035,0.291
1114,LUX,Action Committee Pensions / Alternative Democratic Reform Party,,AR/ADR,AC56PA | ADR | ADR/CADJ | AR ADR | AR/ADR | Action Comity for Democracy and Pensions Justice | Action Committee | Action Committee 5/6 Pensions for All | Action Committee Pensions / Alternative Democratic Reform Party | Action Committee Pensions Alternative Democratic Reform Party | Action Committee for Democracy and Equal Pensions | Action Committee for Democracy and Pension Justice | Action Committee for Democracy and Pensions | Action Committee for Democracy and Pensions Justice | Action Committee for Democracy and the Right to Pensions | Aktiouns-komite 5/6 Pensioun fir jiddfereen | Aktiounskomitee 5/6 Pensioun fir jiddfereen | Aktiounskomitee Rente Alternativ Demokratesch Reformpartei | Aktiounskomitee fir Democratie | Aktiounskomitee fir Demokratie a Rentegerechtegkeet | Alternativ Demokratesch Reformpartei | Alternativ Demokratesch Reformpartei/Parti Réformiste d'Alternative Démocratique | Alternative Democatic Reform Party | Alternative Democratic Reform | Alternative Democratic Reform Party | CADJ | Comitè d'action pour la démocratie et le droit aux pensions | Comité d'action 5/6 Pensions pour tous | Comité d'action pour la Démocratie et la Justice sociale | Committee of Action 5/6 | Parti Démocrate Réformateur | Parti réformiste d'alternative démocratique (ADR),2013,3.389,5.0,0.271,0.565
1138,LUX,The Greens,,Greng/GAP,Alternative Green Party | Alternative Greens Party | Alternative Greens’ Party | D'Ekologisten fir den Norden | DG | DGA | Dei Greng | Dei Greng [Alternativ] | Di Greng Alternativ | Di Greng Alternativ - GAP | Di Grëng Alternativ | Déi Gréng | Déi Gréng / Les verts / Die Grünen | Déi Gréng Alternativ/Parti de l'Alternative Verte | Déi Gréng [Alternativ] | Déi Gréng/Les Verts | Ecologist | Ecologists for the North | Electoral Alliance of the green parties | GA | GAP | GLEI-GAP | GRENG | GRENGGAP | Green | Green Alternative | Green Alternative Party | Greens | Greng | Greng Alternativ Partei | Greng/GAP | Gréng | Les Verts | Les Verts (Déi Gréng) | The Green | The Green Alternative | The Greens | déi gréng,2013,-0.844,2.0,0.036,0.054
1647,LUX,Communist Party of Luxembourg,,KPL,COMM | CP | Communist | Communist Party | Communist Party of Luxembourg | Communist Party of Luxemburg | Communist Party) Dei Lenk 1999) | KPL | KPL/PCL | Kommunistesch Partei Letzebuerg | Kommunistesch Partei Lëtzebuerg | Kommunistesch Partei vu Letzbuerg | Kommunistesch Partei vu Letzebuerg | Kommunistesch Partei vu Lëtzebuerg | Kommunistesch Partei vu Lëtzebuerg/Parti Communiste Luxembourgeois | Kommunistesch Partei vu Lëtzebuergi | Luxembourgian Communist Party | NA | PCL | PCL/KPL | Parti Communiste Luxembourgeois | Parti communiste | Parti communiste luxembourgeois,1989,-3.316,1.0,0.27,0.656
19,LVA,"Democratic Party """"Saimnieks""""",,DPS,"DPS | Democratic Party """"Saimnieks"""" | Democratic Party ""Master"" | Democratic Party ""Saimnieks"" | Democratic Party 'Master' | Democratic Party Master | Democratic Party Saimnieks | Democratic Party ‘Saimnieks’ | Demokratiska Partija Saimnieks | Demokratiska partija ""Saimnieks"" | Demokrätiskä Partija Saimnieks | Demokrātiskā partija ""Saimnieks"" | Demokrātiskā partija ‘Saimnieks'",1995,-0.569,2.0,0.254,0.645
176,LVA,For Human Rights in a United Latvia,,PCTVL,For Civil Rights | For Human Rights In United Latvia | For Human Rights in United Latvia | For Human Rights in United Latvia; Latvian Russian Union | For Human Rights in a United L | For Human Rights in a United Latvia | Human Rights in United Latvia | LKS/Latvian | LKS/RSL | LSP-NHP | Latvian Russian Union | Latvijas Krievu savienība | PCTVL | PCTVL - Par cilvēka tiesībām vienotā Latvijā | Par Cilveka Tiesibam Vienota Latvija; Latvijas Krievu savieniba | Par Cilveka Tiesibäm Vienotä Latvija | Par Cilvēka Tiesībām Vienotā Latvija | Par Cilvēka Tiesībām Vienotā Latvijā | Par cilv?ka ties?b?m vienot? Latvij? | Par cilveka tiesibam vienota Latvija | Par cilvēka tiesībām vienotā Latvijā | Political Organization Alliance For Human Rights in a United Latvia | Socialist Party of Latvia,2006,-1.568,2.0,0.317,0.774
304,LVA,Christian Democratic Union,,KDS,Christian Democratic Union | KDS | Kristigi demokratiska savieniba | Kristīgi demokrātiskā savienība | LKDS | Latvia's Christian Democratic Union | Latvian Christian Democratic Union | Latvijas Ksistigo Demokratu Savieniba,1995,0.349,3.0,0.068,0.39
373,LVA,Latvian Unity Party,,LVP,LV | LVP | Latvian Unity Party | Latvijas Vienibas Partija | Latvijas Vienības Partija | Latvijas Vienības partija,1995,-0.8,2.0,0.19,0.378
461,LVA,Latvian First Party / Latvian Way Party,,LPP/LC,First Party and Latvia's Way | LPP | LPP / LC | LPP-LC | LPP/LC | LPPLC | Latvia's First Party - Latvia's Way | Latvia's First Party / Latvia's Way | Latvia's First Party / Latvian | Latvia's First Party and Latvia's Way Union | Latvia's First Party/Latvian Way | Latvia's First party/Latvia's Way | Latvian First Party / Latvian Way Party | Latvians First Party/Latvian Way | Latvijas Pirm? Partija/ Latvijas Ce?š | Latvijas Pirma partija / Latvijas Cels | Latvijas Pirma partija / Latvijas Celš | Latvijas Pirmaä Partija-Savieniba Latvijas Cels | Latvijas Pirmā Partija - Latvijas Ceļš | Latvijas Pirmā Partija/Latvijas Ceļš | Latvijas Pirmā partija / Latvijas Ceļš | Latvijas Pirmā partija/Latvijas Ceļš | Šlesera Reformu partija LPP/LC | ‘Latvia's First Party' and ‘Latvian Way' Union | ‘Latvijas Pirmā partijas' un partijas ‘Latvijas Ceļš' vēlēšanu apvienība',2010,0.707,4.0,0.05,0.329
588,LVA,Socialist Party of Latvia,,LSP,LSP | Latvian Social st Party | Latvian Socialist Party | Latvijas Socialistiska partija | Latvijas Socialistiskä Partija | Latvijas Sociālistiska partija | Latvijas Sociālistiskā Partija | Latvijas Sociālistiskā partija | Socialist Party of Latvia,1995,-2.427,1.0,0.315,0.837
600,LVA,Communist Party of Latvia,Russian: Коммунистическая партия Латвии,LKP,Communist | Communist Party of Latvia | Communist Party of Latvian Soviet Socialist Republic | LKP | Latvijas Komunistiska partija | Latvijas Komunistiskā partija | КПЛ,1990,-3.175,1.0,0.387,0.584
671,LVA,For Fatherland and Freedom,,TB,Alliance for Homeland and Freedom | Apvieniba Tevzemei un Brivibai | Fatherland and Freedom | For Fatherland and Freedom | For Fatherland and Freedom/LNNK | NA | NA-VL-TB/LNNK | TB | TB / LNNK | TB-LNNK | TB/LNNK | TUBS | Tevzemei un Brivibai | Tevzemei un Brivibai / LNNK | Tēvzeme un Brīvibaī | Tēvzemei un Brīvībai | Tēvzemei un Brīvībai / LNNK | Tēvzemei un Brīvībai/LNNK | Tēvzemei un brīvībai | UFF | Union for Fatherland and Freedom,1995,1.132,4.0,0.196,0.334
701,LVA,Green and Farmers' Union,,ZZS,Green and Farmer's Union | Green and Farmers Union | Green and Farmers' Union | Greens and Farmers Union | Greens' and Farmers’ Union | LZS | Union Of The Green And Farmers | Union of Greens and Farmers | Union of Greens and Peasants | ZZS | Za?o un Zemnieku Savien?ba | Zalo un Zeimnieku Savieniba | Zalo un Zemnieku savieniba | Zaļo un Zemnieku Savieniba | Zaļo un Zemnieku Savienība | Zaļo un Zemnieku savienība | Zaļo un zemnieku savienība,2018,0.117,3.0,0.136,0.452
741,LVA,Latvian Social Democratic Workers' Party,,LSDSP,ALSMSP-LS | LSDA | LSDSP | LSDU | LSdSP | Latvian Social Democrat Workers' Party | Latvian Social Democratic Alliance | Latvian Social Democratic Labour Party | Latvian Social Democratic Worker Party | Latvian Social Democratic Workers' Party | Latvian Social-Democratic Alliance | Latvian Social-Democratic Workers Party | Latvian Union Of Social Democrats | Latvijas Soci?ldemokr?tisk? Str?dnieku Partija | Latvijas Socialdemokratiska Stradnieku Partija | Latvijas Socialdemokratiskä Stridnieku Partija | Latvijas Sociāldemokrātiskā Strādnieku Partija | Latvijas Sociāldemokrātiskā Strādnieku partija | Latvijas Sociāldemokrātiskā strādnieku partija | Latvijas Sociāldemokrātu apvienība | Reform Social Democrat | Social Democratic Labor | United Latvian Social-Democratic Menshevik Workers’ Party,1998,-2.555,1.0,0.076,0.79
852,LVA,Unity,,V,JV | PS | The New Era Party/Unity | UNITY | Unity | VIENOTIBA | Vienotiba | Vienotība | Vienotība (V),2018,1.307,4.0,0.066,0.119
860,LVA,Equal Rights,,L,Equal Rights | Equality | For Human Rights in a United Latvia | Līdztiesība | PCTVL,1993,-1.439,2.0,0.122,0.735
1043,LVA,Latvian Way,,LC,"Alliance Latvia's Way | Alliance Latvias Way | LC | Latvia's Way | Latvia's Way Alliance | Latvian Way | Latvian Way Union | Latvia’s Way | Latvijas Cels | Latvijas Celš | Latvijas Ceļš | Latvijas celš | SLC | Savieniba Latvijas Cels | Savieniba Latvijas cels | Savienība ""Latvijas ceļš"" | Savienība ‘Latvijas ceļš' | Union Latvia’s Way | Union of Latvian Road",1998,0.921,4.0,0.055,0.158
1056,LVA,Harmony Centre,,SC,"CS | Centre for Harmony | Concord Centre | Harmony | Harmony Center | Harmony Centre | Harmony Centre (Concord Centre | Harmony Centre; Social Democratic Party “Harmony” | SC | SC/Latvian | Saska?as Centrs | Saskanas Centrs | Saskanas Centrs; Socialdemokratiska Partija “Saskaņa"" | Saskaņas | Saskaņas Centrs | The Harmony Centre",2018,-0.886,2.0,0.193,0.684
1315,LVA,Popular Front of Latvia,,LTF,LTF | Latvian People’s Front | Latvian Popular Front | Latvijas Tautas fronte | Popular Front of Latvia,1990,0.127,3.0,0.174,0.517
1476,LVA,Zatlers' Reform Party,,ZRP,RP | Reform Party | Reformu partija | ZRP | Zatler's Reform Party | Zatlera Reform Partija | Zatlera Reformu Partija | Zatlera Reformu partija | Zatlers' Reform Party | Zatler’s Reform Party,2011,0.952,4.0,0.143,0.588
1531,LVA,New Era,,JL,JL | Jaunais Laikas | Jaunais Laiks | Jaunais laiks | Jaunas Laiks | New Era | New Era Party | New Party | The New Era | The New Era Party,2006,1.903,5.0,0.051,0.271
1632,LVA,New Era Party,,JP,JP | Jauna Partija | Jauna partija | Jaunā Partija | Jaunā partija | New Era Party | New Party | The New Party,1998,0.643,4.0,0.106,0.59
1654,LVA,People's Movement for Latvia -- Siegerist Party,,TKL-ZP,PML | People's Movement for Latvia | People's Movement for Latvia -- Siegerist Party | People’s Movement For Latvia (Zigerists’ Party ) | People’s Movement for Latvia (Siegerist Party) | Popular Movement | Popular Movement for Latvia | Popular Movement for Latvia-Zigerista Party | Popular movement for Latvia – Siegerist Party | TKL | TKL-ZP | Tautas Kustiba Latvijai - Zigerista Partija | Tautas Kustība Latvijai | Tautas Kustība Latvijai – Zīgerista Partija | Tautas Kustība ‘Latvijai'-Zīgerista partija | Tautas Kustība “Latvijai” (Zīgerista Partija) | Tautas kustība Latvijai - Zīgerista partija | Zigerist,1995,-0.576,2.0,0.436,0.914
1702,LVA,Latvian Farmers' Union,,LZS,"Centre Party - Latvian Peasants' Union | Farmer's Union | Farmers Union of Latvia | LZS | Latvia'a Farmers' Union | Latvian Farmer's Union | Latvian Farmers' Union | Latvian Farmers’ Union | Latviešu Zemnieku Savienība | Latvijas Zemnieku Savieniba | Latvijas Zemnieku Savienība | Latvijas Zemnieku savieniba | Latvijas Zemnieku savienība | Latvijas Zemnieku savienība, | Peasants' Union | Ulmanis",1993,-0.125,3.0,0.055,0.379
1704,LVA,National Alliance / For Fatherland and Freedom / LNNK,,NA/TB/LNNK,"Alliance Fatherland and Freedom-LNNK | Alliance for Homeland and Freedom /Latvian National Conservative Party [LNNK] | Apvieniba ""Tevzemei un Brivibai""/Latvijas Nacionali Konservativa Partija | Apvienība Tēvzemei un brīvībai - Latvijas Nacionālās neatkaribas kustība | Fatherland and Freedom | Fatherland and Freedom/LNNK | For Fatherland and Freedom | For Fatherland and Freedom - Latvian National Independence Movement | For Fatherland and Freedom - N | For Fatherland and Freedom / LNNK | For Fatherland and Freedom/ LNNK | For Fatherland and Freedom/LNNK | NA | NA/TB/LNNK | Nacionala apvieniba “Visu Latvijai!”; “Tevzemei un Brivibai / LNNK” | Nacionālā apvienība | Nacionālā apvienība ""Visu Latvijai"" – ""TB/LNNK"" | Nacionālā apvienība / Tēvzemei un Brīvībai / LNNK | Nacionālā apvienība „Visu Latvijai!” – „Tēvzemei un Brīvībai/LNNK | National Alliance / For Fatherland and Freedom / LNNK | National Alliance “All For Latvia!”; “For Fatherland and Freedom / LNNK” | National Union | T?vzemei un Br?v?bai/LNNK | TB / LNNK | TB-LNNK | TB/LNNK | TBLNNK | Tevzemei un Brivibai / LNNK | Tēvzemei un Brīvībai | Tēvzemei un Brīvībai / LNNK | Tēvzemei un Brīvībai/LNNK | VA-TB/LNNK | VL+TB-LNNK",2018,1.093,4.0,0.163,0.202
1719,LVA,National Harmony Party,,TSP,Harmony for Latvia | Harmony for Latvia - Rebirth of the Economy | NHP | National Harmony Party | People's Harmony Party | People’s Harmony Party | SLAT | Saskaņa Latvijai - Atdzimšana Tautsaimniecībai | TSP | TSP/Latvian | Tautas Saskanas Partija | Tautas Saskaņas Partija | Tautas Saskaņas partija,1998,-0.967,2.0,0.194,0.77
1755,LVA,People's Party,,TP,People s Party | People's Party | People’s Party | Popular Party | TP | Tautas Partija | Tautas partija | The People's Party,2010,0.774,4.0,0.117,0.36
1778,LVA,Latvia's First Party,,LPP,First Party of Latvia | LLP | LPP | Lativa’s First Party | Latvia First | Latvia First Party | Latvia's First Party | Latvia's First Party (LPP) | Latvia’s First Party | Latvijas Pirma Partija | Latvijas Pirma partija | Latvijas Pirmaa Partija | Latvijas Pirmā Partija | Latvijas Pirmā partija,2002,1.423,4.0,0.082,0.448
1789,LVA,Latvian National Independence Movement,,LNNK,For Fatherland and Freedom | LNNK | Latvian National Conservative Party | Latvian National Independence Movement | Latvian National Independent Movement | Latvijas Nacionalas Neatkaribas Kustiba | Latvijas Nacionäli Konservativä Partija | Latvijas Nacionālās Neatkarības Kustība | Latvijas Nacionālās neatkaribas kustība | National Independence Movement | National Union All for Latvia For Fatherland and Freedom,1995,1.402,4.0,0.151,0.302
3193,LVA,For Latvia from the Heart,,NsL,"ATMODA | Atmoda | For Latvia from the Heart | For Latvia from the heart | For Latvia, from the Heart | From the Heart for Latvia | NSL | No sirds Latvijai | NsL",2014,-0.251,3.0,0.155,0.841
3194,LVA,Latvian Association of Regions,,LRa,LRA | LRA/AS | LRa | Latvian Association of Regions | Latvian Association of the Regions | Latvijas Regionu apvieniba | Latvijas Reģionu Apvienība | Latvijas Reģionu apvienība | Latvijas Reǵionu apvieniba,2014,0.711,4.0,0.077,0.571
6355,LVA,New Conservative Party,,JKP,JKP | Jauna konservativa partija | Jaunais Konservatīva Partija | Jaun¯a konservat¯ıv¯a partija | Jaunā konservatīvā partija | Konservatīvie | New Conservative Party | NewConservative Party | The Conservatives (prev. New Conservative Party) | The New Conservative Party,2018,0.711,4.0,0.148,0.566
6356,LVA,Who owns the state?,,KPV LV,For a Humane Latvia | KPV | KPV LV | KPV LV / PCL | KPV-LV | KPVLV | KPVLV—PCL | Kam Pieder Valsts? (now Par Cilv?c?gu Latviju) | Kam pieder valsts? | Kam pieder valsts? — Par cilvēcīgu Latviju | LV Kam pieder valsts? | PCL | Par cilvēcīgu Latviju | Politiskā partija KPV LV | Who Owns the State | Who Owns the State? | Who Owns the State? (now For a Humane Latvia) | Who owns the state? | Whoowns the state?,2018,0.615,4.0,0.449,0.958
93553,LVA,alliance: Development/For!,,Development/...,,2018,0.779,4.0,0.073,0.251
2324,MAR,Socialist Union of Popular Forces,,USFP,NA | RNI | Socialist Union of Popular For | Socialist Union of Popular Forces | The National Rally of Independents | The Socialist Union of Popular Forces | USFP | Union Socialiste des Forces Populaire | Union Socialiste des Forces Populaires | الاتحاد الاشتراكي للقوات الشعبية,2016,1.698,5.0,0.985,0.207
2479,MAR,Justice and Development Party,,PJD,JDP | JDP/English | Justice and Development Party | NA | PJD | Parti de la Justice et du D_veloppement | Parti de la Justice et du Développement | Parti de la Justice et du Développement - Akabar en Tnezzarfut ed Tneflit | Party of Justice and Development | The Justice and Development Party | حزب العدالة والتنمية,2016,-0.368,3.0,0.679,0.418
2480,MAR,National Rally of Independents,"Arabic: التجمع الوطني للأحرار‎, Berber: Agraw anamur n ilelliyen",RNI,National Rally of Independents | RNI | Rassemblement National des Ind_pendants | Rassemblement National des Indépendents | Rassemblement National des Indépendents - Agraw anamur n ilelliyen | التجمع الوطني للأحرار <small>(Arabic)</small>,2016,1.148,4.0,0.845,0.265
2481,MAR,Popular Movement,Arabic: الحركة الشعبية‎ Al-Haraket Al-Sha'ebiya,MP,MNP | MP | Mouvement National Populaire | Mouvement Populaire | Mouvement Populaire - Al-Haraket Al-Sha'ebiya | NA | National Popular Movement | PM | Popular Movement | The Popular Movement | ⴰⵎⵓⵙⵙⵓ ⴰⵎⴷⵏⴰⵏ,2016,0.67,4.0,0.987,0.195
2482,MAR,Istiqlal / Independence Party,"Arabic: حزب الإستقلال Ḥizb Al-Istiqlāl, French: Parti de l'Istiqlal",I,Independence Party | Istiqlal | Istiqlal / Independence Party | Istiqlal Party | NA | PI | Parti d'Independence | Parti de l�Istiqlal | The Istiqlal or Independence Party | حزب الاستقلال,2016,0.416,3.0,0.981,0.14
5323,MAR,Constitutional Union,"Arabic: الاتحاد الدستوري‎‎ Al-Etihad Al-Dosturi, French: Union constitutionelle",CU,CU | Constitutional Union | NA | The Constitutional Union | UC | Union Constitutionelle | Union constitutionelle | Union constitutionelle - Al-Etihad Al-Dosturi | الاتحاد الدستوري,2011,-0.282,3.0,0.892,0.261
5325,MAR,Authenticity and Modernity Party,Arabic: حزب الأصالة والحداثة‎‎ Hizb Al-Asaleh Wal-Hadatheh; French: Parti Authenticité et Modernité,AMP,AMP | Authenticity and Modernity Party | Authenticité et Modernité | NA | PAM | Parti Authenticit_ et Modernit_ | Party of Authenticity and Modernity | The Authenticity ad Modernity Party | حزب الأصالة والمعاصرة,2016,-1.984,1.0,0.422,0.493
5705,MAR,Democratic and Social Movement,,MDS,DSM | Democratic and Social Movement | MDS | الحركة الديمقراطية والاجتماعية,1997,-1.105,2.0,0.128,0.644
5706,MAR,National Democratic Party,,PND,National Democratic Party | PND | Parti National-Démocrate,1993,-0.961,2.0,0.386,0.524
6203,MAR,National Popular Movement,,MNP,MNP | National Popular Movement,2002,-0.86,2.0,0.549,0.83
6220,MAR,Progress and Socialism,Arabic: حزب التقدم والاشتراكية‎ Hizb Al-Taqadoum Wal-Ishtirakiyeh,PPS,PPS | Parti du Progrès et du Socialisme | Parti du Progrès et du Socialisme - | Party of Progress and Socialism | Progress and Socialism | حزب التقدم والاشتراكية,2007,-2.6,1.0,0.133,0.906
93574,MAR,alliance: PND–Al Ahd Union,,PND–Al Ahd U...,,2007,-1.957,1.0,0.11,0.588
2259,MDA,Party Alliance Our Moldova,,AMN,'Our Alliance' Party | AMN | ASLMN | Alianţă Moldova Noastră | Alianță Moldova Noastră | Our Moldova Alliance | PAMN | PAN | Partidul Alianta Moldova Noastra | Party Alliance Our Moldova | Party of Democratic Forces | Social Liberal Alliance 'Our Moldova',2009,0.983,4.0,0.354,0.323
2260,MDA,Party of Communists of the Republic of Moldova,,PCRM,Communist | Communist Party | Communist Party of Moldavia | Communist Party of Moldova | Communist Party of the Republic of Moldova | NA | PCM | PCRM | Partidul Comuni?tilor din Republica Moldova | Partidul Comunistilor din Republica Moldova | Partidul Comuniştilor din Republica Moldova | Party of Communists | Party of Communists of the Republic of Moldova | Party of the Communists of the Republic of Moldova | Партидул Комуништилор дин Република Молдова,2014,-1.587,2.0,0.751,0.429
2261,MDA,Party of Democratic Forces,,PFD,PFD | Partidul Fortelor Democratice | Partidul Forţelor Democratice | Party of Democratic Forces,1998,1.434,4.0,0.547,0.328
2262,MDA,Agrarian Democratic Party of Moldova,,PDAM,ADP | Agrarian Democratic | Agrarian Democratic Party | Agrarian Democratic Party of Moldova | Agrarian Party of Moldova | Democratic Agrarian Party | Democratic Agrarian Party of Moldova | PDAM | Partidul Democrat Agrar din Moldova,1994,-0.532,2.0,0.457,0.16
2263,MDA,Bloc of Peasants and Intellectuals,,BTI,BTI | Bloc of Peasants and Intellectuals | Blocul Ţăranilior şi Intelectualilor | BŢI | PI | Peasants and Intellectual Bloc | Peasants and Intellectuals Bloc,1994,1.802,5.0,0.415,0.333
2264,MDA,Christian Democratic People's Party,,CDPP,CDPP | Christian Democrat Peoples Party | Christian Democratic People's Party | Christian Democratic People’s Party | Christian Democratic Popular Front | Christian-Democratic People's Party | FPCD | NA | PPCD | Partidul Popular Cre?tin Democrat | Partidul Popular Creştin Democrat | Partidul Popular Creştin şi Democrat | Partidul Popular Creștin Democrat | Popular Christian Democratic Party,2005,0.983,4.0,0.572,0.324
2265,MDA,Democratic Party of Moldova,,PDM,Democratic | Democratic Party of Moldova | PDM | Partidul Democrat din Moldova,2019,0.417,3.0,0.664,0.3
2266,MDA,Electoral Bloc Democratic Convention of Moldova,,CDM,Blocul Electoral ‘Convenţia Democrată din Moldova' | Blocul Electoral “Conventia Democrata din Moldova” | CDM | Democratic Convention of Moldova Electoral Bloc | Electoral Bloc Democratic Convention of Moldova | Electoral Bloc ‘Democratic Convention of Moldova' | MMDP | Movement for a Democratic and Prosperous Moldova,1998,0.981,4.0,0.394,0.47
2267,MDA,"Electoral Bloc """"Democratic Moldova""""",,BMD,"BMD | Blocul electoral ‘Moldova Democrată' | Democratic Moldova Bloc | Democratic Moldova Electoral Bloc | Electoral Bloc """"Democratic Moldova"""" | Electoral Bloc ""Democratic Moldova"" | Electoral Bloc 'Moldova Democrata' | Electoral Bloc Democratic Moldova | Electoral Bloc ‘Democratic Moldova'",2005,1.802,5.0,0.211,0.466
2268,MDA,"Electoral Bloc """"For a Democratic and Prosperous Moldova""""",,PMDP,"Blocul Electoral ""Pentru o Moldova Democratica si Prospera"" | Blocul Electoral ‘Pentru o Moldovă Democratică şi Prosperă' | Electoral Bloc """"For a Democratic and Prosperous Moldova"""" | Electoral Bloc ""For a Democratic and Prosperous Moldova"" | Electoral Bloc ‘For a Democratic and Prosperous Moldova' | For a Democratic and Prosperous Moldova Electoral Bloc | Movement for a Democratic and Prosperous Moldova | PMDP",1998,-0.389,3.0,0.354,0.331
2269,MDA,Electoral Block 'Braghis Alliance',,BEAB,BA | BEAB | Blocul Electoral ‘Alianţa Braghiş' | Braghi_ Alliance | Braghis Alliance (BEAB) | Electoral Block 'Braghis Alliance' | Electoral Block ‘Braghis Alliance',2001,0.584,4.0,0.429,0.329
2271,MDA,Liberal Democratic Party of Moldova,,PLDM,Liberal Democratic | Liberal Democratic Party | Liberal Democratic Party of Moldova | PLDM | Partidul Liberal Democrat din Moldova,2014,0.513,3.0,0.325,0.292
2272,MDA,Liberal Party,,PL,Liberal | Liberal Party | PL | PS | Partidul Liberal | Reform Party | Social Liberal Party,2014,2.087,5.0,0.622,0.36
2553,MDA,Party of Socialists of the Republic of Moldova,,PSRM,PSRM | Partidul Socialiştilor din Republica Moldova | Partidul Socialiștilor din Republica Moldova | Party of Socialists | Party of Socialists from Republic of Moldova | Party of Socialists of the Republic of Moldova,2019,-1.601,1.0,0.731,0.575
3180,MDA,Republican Socio-Political Movement Equality,,MS-PRR,"Equality Social-Political Movement | MS-PRR | MSPRR | MSR | Mişcare Social-Politică Republicană ""Ravnopravie"" / Partidul „ȘOR” | Mișcare Social-Politică Republicană Ravnopravie | Mișcarea social-politică “Ravnopravie” | Partidul Șor | Partidul „ȘOR” | Rav/SOR | Republican Socio-Political Movement ""Equality"" / Sor Party | Republican Socio-Political Movement 'Ravnopravie' | Republican Socio-Political Movement Equality | Social-political Movement Ravnopravie (Equality) | ȘOR | Șor Party",2019,-1.598,1.0,0.709,0.586
7904,MDA,Party of Action and Solidarity,,PAS,PAS | Partidul Acțiune și Solidaritate | Party of Action and Solidarity,2019,0.233,3.0,0.139,0.627
93569,MDA,alliance: Electoral Bloc of the Socialist Party and the Movement ‘Unity',,Electoral Bl...,,1994,-1.29,2.0,0.425,0.327
5201,MDG,I Love Madagascar,Ravalomanana Movement,TIM,I Love Madagascar | TIM | TIM (Tiako i Madagasikara) | Tiako I Madagasikara | Tiako i Madagasikara,2019,1.689,4.0,0.655,0.369
5311,MDG,Association for the Rebirth of Madagascar,Pillar and Structure for the Salvation of Madagascar,AREMA,AREMA | AREMA (Antokin-ny REvolisiona Malagasy) | Andry sy Rihana Enti-Manavotra an'i Madagasikara | Antoko Revolisionera Malagasy | Association for the Rebirth of Madagascar | FNDR | National Front for the Defense of the Malagasy Socialist Revolution | Socialist-Arema | Vanguard of the Malagasy Revolution,2002,0.194,3.0,0.92,0.384
5368,MDG,Committee of Active Forces,,CAF,CAF | CFV | CHVR | Cartel HVR | Comite des Forces Vives | Committee of Active Forces | Committee of Living Forces,1993,0.418,3.0,0.417,0.285
5369,MDG,Congress Party for the Independence of Madagascar,,PCIM,AKFM | Congress | Congress Party for the Independence of Madagascar | PCIM | Party of the Independence Congress of Madagascar,1989,-1.121,2.0,0.87,0.47
5370,MDG,Economic Liberalism and Democratic Action for National Recovery,,LEADER-Fanilo,Economic Liberalism and Democratic Action for National Recovery | Economic Liberalism and Democratic Action for Recovery | LEADER-F | LEADER-Fanilo | LEADERF | Leader-Fanilo | Leader_Fanilo | Libéralisme Économique et Action Démocratique pour la Reconstruction Nationale | Militant | NA | Torch,1998,1.712,5.0,0.161,0.29
5372,MDG,Social Democratic Party of Madagascar and the Comoros,,PSD,PSD | Parti Social Démocrate de Madagascar et des Comores | Parti Social Démocratique du Madagascar | Social Democratic | Social Democratic Party | Social Democratic Party of Madagascar | Social Democratic Party of Madagascar and the Comoros,1970,-0.618,2.0,0.906,0.509
5373,MDG,Judged By Your Work Party,,AVI,AVI | Asa Vita no Ifampitsarana | Judged By Your Work Party | Judged by Your Work | One Should Be Judged By One's Works | Torch,1998,0.604,4.0,0.475,0.251
